toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1000.01,50365310,FP,07h29m25.85s,112.357708,-12d41m45.46s,-12.69596,-5.964,0.085,-0.085,0,-0.076,0.072,-0.072,0,2459229.63,0.001657,-0.001657,0,2.1713484,0.0002637,-0.0002637,0,2.0172196,0.3195879,-0.3195879,0,656.8860989,37.77821,-37.77821,0,5.8181633,1.9105465,-1.9105465,0,22601.94858,,,,3127.204052,,,,9.604,0.013,-0.013,0,485.735,11.9515,-11.9515,0,10249,264.7,-264.7,0,4.19,0.07,-0.07,0,2.16986,0.0725729,-0.0725729,0,7/24/2019 15:58,9/9/2024 10:08
1001.01,88863718,PC,08h10m19.31s,122.580465,-05d30m49.87s,-5.513852,-4.956,0.102,-0.102,0,-15.555,0.072,-0.072,0,2459987.949,0.001916,-0.001916,0,1.9316462,0.0000053,-0.0000053,0,3.166,0.647,-0.647,0,1286,1186.49,-1186.49,0,11.2154,2.6242,-2.6242,0,44464.5,,,,4045,,,,9.42344,0.006,-0.006,0,295.862,5.91,-5.91,0,7070,126.4,-126.4,0,4.03,0.09,-0.09,0,2.01,0.09,-0.09,0,7/24/2019 15:58,4/3/2023 14:31
1002.01,124709665,FP,06h58m54.47s,104.726966,-10d34m49.64s,-10.580455,-1.462,0.206,-0.206,0,-2.249,0.206,-0.206,0,2459224.688,0.000625,-0.000625,0,1.8675574,0.000003,-0.000003,0,1.408,0.184,-0.184,0,1500,1.7584,-1.7584,0,23.7529,,,0,2860.61,,,,2037,,,,9.299501,0.058,-0.058,0,943.109,106.333,-106.333,0,8924,124,-124,0,,,,0,5.73,,,0,7/24/2019 15:58,7/11/2022 16:02
1003.01,106997505,FP,07h22m14.39s,110.559945,-25d12m25.26s,-25.207017,-0.939,0.041,-0.041,0,1.64,0.055,-0.055,0,2458493.396,0.00535,-0.00535,0,2.74323,0.00108,-0.00108,0,3.167,0.642,-0.642,0,383.41,0.781988,-0.781988,0,,,,0,1177.36,,,,1631,,,,9.3003,0.037,-0.037,0,7728.17,1899.57,-1899.57,0,5388.5,567,-567,0,4.15,1.64,-1.64,0,,,,0,7/24/2019 15:58,2/23/2022 10:10
1004.01,238597883,FP,08h08m42.77s,122.178195,-48d48m10.12s,-48.802811,-4.496,0.069,-0.069,0,9.347,0.062,-0.062,0,2459987.047,0.003748,-0.003748,0,3.5730141,0.0000128,-0.0000128,0,3.37,1.029,-1.029,0,755,1306.55,-1306.55,0,11.3113,3.24714,-3.24714,0,54679.3,,,,4260,,,,9.1355,0.006,-0.006,0,356.437,4.6175,-4.6175,0,9219,171.1,-171.1,0,4.14,0.07,-0.07,0,2.15,0.06,-0.06,0,7/24/2019 15:58,9/9/2024 10:08
1005.01,169904935,FP,08h02m49.15s,120.704811,-11d06m05.48s,-11.101521,-26.932,1.935,-1.935,0,-2.901,2.06,-2.06,0,2459985.157,0.000581,-0.000581,0,4.5505945,0.0000031,-0.0000031,0,2.654,0.339,-0.339,0,3731,123.723,-123.723,0,7.10841,0.474611,-0.474611,0,414.775,,,,1257,,,,9.1309,0.006,-0.006,0,100.711,14.121,-14.121,0,5613,179.9,-179.9,0,,,,0,1.09,0.07,-0.07,0,7/24/2019 15:58,7/8/2025 10:08
1006.01,156115721,FP,08h17m26.22s,124.359239,-27d16m24.68s,-27.273521,-29.1,2.6,-2.6,0,-6.8,2.2,-2.2,0,2459229.985,0.002159,-0.002159,0,2.5047918,0.0004076,-0.0004076,0,4.3797563,0.1036554,-0.1036554,0,2270.540219,81.38088,-81.38088,0,8.6950898,8.438766,-8.438766,0,1750.932635,,,,1649.82207,,,,9.2386,0.006,-0.006,0,,,,0,6616,200,-200,0,,,,0,1.53429,1.4887,-1.4887,0,7/24/2019 15:58,10/29/2021 12:59
1007.01,65212867,PC,07h31m00.57s,112.752393,-04d27m48.09s,-4.463359,0.357,0.058,-0.058,0,3.399,0.045,-0.045,0,2459247.931,0.0013,-0.0013,0,6.9989206,0.0000137,-0.0000137,0,3.953,0.437,-0.437,0,2840,0.943618,-0.943618,0,14.7752,0.764705,-0.764705,0,448.744,,,,1282,,,,8.87759,0.006,-0.006,0,283.291,3.0025,-3.0025,0,6596,139.2,-139.2,0,3.71,0.09,-0.09,0,2.7,0.13,-0.13,0,7/24/2019 15:58,10/29/2021 12:59
1008.01,440801822,FP,07h17m31.88s,109.382839,+13d23m42.79s,13.395219,-17.9,1.1,-1.1,0,1.3,1,-1,0,2460258.236,0.002805,-0.002805,0,2.0483755,0.0000055,-0.0000055,0,2.767,0.861,-0.861,0,483,41.94,-41.94,0,3.19621,,,0,5644.4,,,,,,,,8.9362,0.012,-0.012,0,144.297,,,0,6858.5,584.6,-584.6,0,4.2,1.9,-1.9,0,1.57,,,0,7/24/2019 15:58,12/8/2023 16:02
1009.01,107782586,PC,07h26m40.28s,111.667845,-24d27m43.6s,-24.462111,-3.297,0.319,-0.319,0,4.849,0.358,-0.358,0,2459229.231,0.000389,-0.000389,0,1.9600277,0.0000025,-0.0000025,0,2.0065257,0.050591,-0.050591,0,1707.627269,49.601223,-49.601223,0,,,,0,1063.342296,,,,1456.424653,,,,8.4331,0.028,-0.028,0,866.147,172.097,-172.097,0,8868.7,809.8,-809.8,0,,,,0,,,,0,7/24/2019 15:58,1/17/2024 10:08
101.01,231663901,KP,21h14m56.88s,318.737012,-55d52m18.71s,-55.871863,12.641,0.044,-0.044,0,-16.011,0.041,-0.041,0,2458326.009,0.000132,-0.000132,0,1.4303699,0.0000008,-0.0000008,0,1.6165994,0.0192089,-0.0192089,0,18960.71229,184.79134,-184.79134,0,13.1874503,0.6576402,-0.6576402,0,1281.240825,,,,1525.904809,,,,12.4069,0.006,-0.006,0,375.31,4.411,-4.411,0,5600,,,0,4.48851,,,0,0.890774,0.0438467,-0.0438467,0,9/5/2018 18:49,9/6/2024 10:08
1010.01,139853601,FP,07h29m10.56s,112.293981,-21d49m58.48s,-21.832912,-5.746,0.176,-0.176,0,4.502,0.261,-0.261,0,2459228.878,0.000791,-0.000791,0,0.6808702,0.000039,-0.000039,0,2.4634563,0.0557065,-0.0557065,0,1507.800689,39.971123,-39.971123,0,5.9115908,1.5360428,-1.5360428,0,87140.69959,,,,4382.026606,,,,8.45086,0.006,-0.006,0,485.122,36.246,-36.246,0,9438,782,-782,0,,,,0,1,,,0,7/24/2019 15:58,10/29/2021 12:59
1011.01,114018671,PC,07h35m56.34s,113.984761,-32d50m31.2s,-32.841999,145.102,0.046,-0.046,0,-134.901,0.052,-0.052,0,2459984.628,0.002619,-0.002619,0,2.4704981,0.0000073,-0.0000073,0,2.191,0.482,-0.482,0,250,18.1279,-18.1279,0,1.44656,0.107503,-0.107503,0,575.597,,,,1364,,,,8.2388,0.006,-0.006,0,52.62,0.0793,-0.0793,0,5413.7,132.8,-132.8,0,4.46,0.09,-0.09,0,0.94,0.05,-0.05,0,7/24/2019 15:58,3/22/2023 16:02
1012.01,427508467,APC,07h48m22.87s,117.095285,+06d47m06.23s,6.785064,-2.99,0.202,-0.202,0,-0.029,0.106,-0.106,0,2459252.51,0.000369,-0.000369,0,0.884182,0.0000007,-0.0000007,0,1.621,0.035,-0.035,0,1890,311.366,-311.366,0,24.8132,5.41599,-5.41599,0,112144,,,,5098,,,,8.12718,0.006,-0.006,0,295.959,11.315,-11.315,0,8928,128.7,-128.7,0,3.92,0.08,-0.08,0,2.72,0.13,-0.13,0,7/24/2019 15:58,3/10/2023 12:02
1013.01,97700520,FP,07h09m08.66s,107.286063,-31d56m00.68s,-31.933523,-3.973,0.063,-0.063,0,7.061,0.071,-0.071,0,2459232.248,0.000512,-0.000512,0,5.4255548,0.0002073,-0.0002073,0,3.9637474,0.0211401,-0.0211401,0,14939.63422,238.97354,-238.97354,0,,,,0,273.5880696,,,,1037.275305,,,,7.6095,0.006,-0.006,0,510.295,9.32,-9.32,0,8868.7,809.8,-809.8,0,,,,0,,,,0,7/24/2019 15:58,10/29/2021 12:59
1014.01,96246348,FP,06h54m14.78s,103.561602,-34d13m22.15s,-34.22282,-13.063,0.078,-0.078,0,9.737,0.141,-0.141,0,2459985.657,0.000309,-0.000309,0,1.4095184,0.0000023,-0.0000023,0,0.9484999,0.0413901,-0.0413901,0,2841.510326,51.88166,-51.88166,0,,,,0,1650.422071,,,,1625.618022,,,,7.678,0.012,-0.012,0,224.672,2.8445,-2.8445,0,9307,938.9,-938.9,0,,,,0,,,,0,7/24/2019 15:58,11/20/2023 10:08
1015.01,155044736,FP,08h11m35.03s,122.895964,-27d58m18.83s,-27.971896,1.566,0.052,-0.052,0,-17.974,0.053,-0.053,0,2459963.61,0.004221,-0.004221,0,1.3730466,0.0000067,-0.0000067,0,2.5708515,0.1950537,-0.1950537,0,1301.506534,96.64637,-96.64637,0,42.1479417,46.48904,-46.48904,0,3160.632833,,,,1912.331864,,,,10.7069,0.008,-0.008,0,906.496,28.8415,-28.8415,0,4897,122,-122,0,,,,0,6.7996101,,,0,4/1/2019 16:51,12/20/2023 16:02
1016.01,175310067,FP,07h44m26.59s,116.110771,-36d05m53.83s,-36.098285,-9.231,0.048,-0.048,0,11.614,0.052,-0.052,0,2459238.831,0.006715,-0.006715,0,12.6889415,0.0095088,-0.0095088,0,7.9201001,0.5393766,-0.5393766,0,3232.852789,235.25328,-235.25328,0,14.0608342,15.241591,-15.241591,0,425.1594177,,,,1158.131037,,,,10.6257,0.006,-0.006,0,368.646,3.784,-3.784,0,7601,135.8,-135.8,0,4.31,0.08,-0.08,0,1.53641,0.0479799,-0.0479799,0,4/1/2019 16:52,9/9/2024 10:08
1017.01,182943944,FP,08h18m54.34s,124.726411,-37d46m59.7s,-37.78325,-11.278,0.045,-0.045,0,9.593,0.045,-0.045,0,2458518.965,0.00137,-0.00137,0,1.10422,0.00013,-0.00013,0,2.37,0.062,-0.062,0,14177.7,843.788,-843.788,0,21.0448,5.22012,-5.22012,0,39459.3,,,,3926,,,,10.6019,0.006,-0.006,0,406.997,4.7245,-4.7245,0,6995.2,157,-157,0,4.07,0.55,-0.55,0,1.61,0.07,-0.07,0,7/24/2019 17:08,10/29/2021 12:59
1018.01,291555748,FP,07h26m51.84s,111.716019,-50d15m59.64s,-50.266567,-8.018,0.049,-0.049,0,11.56,0.047,-0.047,0,2458492.781,0.00073,-0.00073,0,4.95912,0.00016,-0.00016,0,2.509,0.13,-0.13,0,7440,197.962,-197.962,0,22.9123,3.28055,-3.28055,0,673.55,,,,1419,,,,10.6254,0.006,-0.006,0,360.541,2.9645,-2.9645,0,5889,124.3,-124.3,0,3.86,0.07,-0.07,0,2,0.09,-0.09,0,4/1/2019 16:52,10/29/2021 12:59
1019.01,341420329,PC,08h00m35.52s,120.147994,-54d52m42.79s,-54.878552,-11.732,0.047,-0.047,0,2.586,0.061,-0.061,0,2459232.447,0.00012,-0.00012,0,5.2341008,0.0000012,-0.0000012,0,3.7078139,0.0125204,-0.0125204,0,20796.94163,50.80361,-50.80361,0,24.2931408,0.7497171,-0.7497171,0,1453.666385,,,,1574.838185,,,,10.6348,0.006,-0.006,0,399.544,4.1635,-4.1635,0,7645,134.4,-134.4,0,4.3,0.08,-0.08,0,1.56203,0.0481257,-0.0481257,0,7/24/2019 17:08,2/16/2024 10:08
102.01,149603524,KP,05h48m33.56s,87.139821,-63d59m17.98s,-63.988329,-15.641,0.037,-0.037,0,26.046,0.037,-0.037,0,2460187.917,0.000126,-0.000126,0,4.4119378,0.0000008,-0.0000008,0,3.65,0.011,-0.011,0,15062,69.1814,-69.1814,0,15.4706,0.691963,-0.691963,0,653.252,,,,1408,,,,9.7109,0.006,-0.006,0,175.631,0.588,-0.588,0,6280,,,0,4.32092,,,0,1.21,0.05,-0.05,0,5/7/2019 17:42,10/3/2024 10:08
1020.01,140706664,FP,08h33m31.67s,128.381976,-43d49m42.32s,-43.828421,-5.814,0.051,-0.051,0,4.328,0.047,-0.047,0,2458521.291,0.00241,-0.00241,0,3.28892,0.00066,-0.00066,0,3.793,0.202,-0.202,0,10518.9,530.608,-530.608,0,,,,0,29832.6,,,,3661,,,,10.7173,0.013,-0.013,0,906.827,23.8635,-23.8635,0,8734.2,283.6,-283.6,0,4.1,1.45,-1.45,0,,,,0,7/24/2019 17:08,10/29/2021 12:59
1021.01,143994283,FP,07h57m12.18s,119.30075,-42d59m56.94s,-42.999149,-3.211,0.046,-0.046,0,-15.082,0.051,-0.051,0,2458492.904,0.00426,-0.00426,0,1.90879,0.00035,-0.00035,0,1.909,0.231,-0.231,0,618.482,1.43774,-1.43774,0,3.34688,0.217749,-0.217749,0,985.807,,,,1561,,,,10.5551,0.006,-0.006,0,235.974,1.579,-1.579,0,6022.6,133.5,-133.5,0,4.52,0.39,-0.39,0,1.22,0.05,-0.05,0,7/24/2019 17:08,10/29/2021 12:59
1022.01,47384844,FA,10h51m51.58s,162.96491,-05d47m19.35s,-5.788708,-15.787,0.09,-0.09,0,-11.849,0.077,-0.077,0,2458547.448,0.00834,-0.00834,0,3.09574,0.00677,-0.00677,0,4.475,1.196,-1.196,0,380,,,0,3.4262,0.778713,-0.778713,0,18087.9,,,,3230,,,,8.72924,0.007,-0.007,0,120.666,1.068,-1.068,0,6084,111,-111,0,4.13,0.3,-0.3,0,1.41,0.05,-0.05,0,6/4/2019 14:32,6/6/2023 12:02
1023.01,238374636,FP,08h03m21.05s,120.837688,-51d20m44.25s,-51.345626,-23.366,0.042,-0.042,0,22.652,0.04,-0.04,0,2459303.304,0.003015,-0.003015,0,1.3214483,0.0000231,-0.0000231,0,3.435,0.071,-0.071,0,2180,137.946,-137.946,0,21.8839,4.01475,-4.01475,0,35623.2,,,,3827,,,,9.697,0.006,-0.006,0,316.398,2.247,-2.247,0,5050.8,86.8,-86.8,0,3.56,0.4,-0.4,0,2.99,0.15,-0.15,0,7/24/2019 18:44,12/7/2021 16:02
1024.01,141482386,FP,05h47m16.97s,86.820714,-72d25m21.4s,-72.422611,1.128,0.044,-0.044,0,11.563,0.047,-0.047,0,2458339.723,0.00592,-0.00592,0,18.0157,0.00015,-0.00015,0,2.524,0.403,-0.403,0,610,1.66317,-1.66317,0,21.644,,,0,7.64364,,,,463,,,,10.0814,0.006,-0.006,0,692.266,12.113,-12.113,0,4709,122,-122,0,,,,0,7.61,,,0,7/24/2019 18:44,10/29/2021 12:59
1025.01,297967252,PC,09h30m05.08s,142.521159,-51d31m01.61s,-51.517114,-19.153,0.168,-0.168,0,11.046,0.178,-0.178,0,2458545.15,0.000092,-0.000092,0,9.6837921,0.0000009,-0.0000009,0,2.4006056,0.0086986,-0.0086986,0,4238.239901,15.838111,-15.838111,0,,,,0,3176.310692,,,,1914.698926,,,,5.5324,0.006,-0.006,0,129.838,1.713,-1.713,0,8598.7,1245.7,-1245.7,0,,,,0,,,,0,7/24/2019 18:44,9/15/2024 12:02
1026.01,388624270,FP,08h21m44.31s,125.434634,-51d45m33.99s,-51.759442,47.228,0.047,-0.047,0,-6.325,0.039,-0.039,0,2460720.808,0.00363,-0.00363,0,14.2628757,0.0000385,-0.0000385,0,6.9350494,0.466316,-0.466316,0,913.2067174,37.2772746,-37.2772746,0,2.4765813,0.1510812,-0.1510812,0,153.2069421,,,,980.3628831,,,,9.9138,0.006,-0.006,0,105.677,0.2575,-0.2575,0,5690,129,-129,0,4.58,0.08,-0.08,0,0.853898,0.0413895,-0.0413895,0,6/11/2019 14:45,9/2/2025 16:00
1027.01,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,0.073,-0.073,0,12.992,0.057,-0.057,0,2460037.869,0.001406,-0.001406,0,3.2834565,0.0000046,-0.0000046,0,1.537,0.709,-0.709,0,1558,185.42,-185.42,0,2.87648,0.314177,-0.314177,0,161.092,,,,992,,,,10.2103,0.006,-0.006,0,56.3449,0.13245,-0.13245,0,4272,122.7,-122.7,0,4.6,0.11,-0.11,0,0.68,0.06,-0.06,0,7/24/2019 18:44,6/5/2023 12:03
1027.02,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,0.073,-0.073,0,12.992,0.057,-0.057,0,2460032.533,0.002913,-0.002913,0,11.02875,0.0000354,-0.0000354,0,2.715,0.404,-0.404,0,1694,104.432,-104.432,0,2.76586,0.268927,-0.268927,0,15.0463,,,,548,,,,10.2103,0.006,-0.006,0,56.3449,0.13245,-0.13245,0,4272,122.7,-122.7,0,4.6,0.11,-0.11,0,0.68,0.06,-0.06,0,6/3/2021 22:37,9/1/2024 12:02
1027.03,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,0.073,-0.073,0,12.992,0.057,-0.057,0,2460032.573,0.002567,-0.002567,0,5.0113292,0.000012,-0.000012,0,1.024,0.471,-0.471,0,1210,182.035,-182.035,0,2.52314,0.302798,-0.302798,0,17.1793,,,,567,,,,10.2103,0.006,-0.006,0,56.3449,0.13245,-0.13245,0,4272,122.7,-122.7,0,4.6,0.11,-0.11,0,0.68,0.06,-0.06,0,5/18/2023 23:08,6/5/2023 12:03
1028.01,447283466,FP,10h28m23.6s,157.098337,-51d42m19.47s,-51.705409,30.65,0.054,-0.054,0,-33.906,0.056,-0.056,0,2458544.481,0.00412,-0.00412,0,1.01606,0.00034,-0.00034,0,2.843,0.278,-0.278,0,240,0.375709,-0.375709,0,1.20704,0.0989898,-0.0989898,0,2784.04,,,,2023,,,,7.9059,0.006,-0.006,0,23.7748,0.02025,-0.02025,0,4634,120.9,-120.9,0,4.64,0.09,-0.09,0,0.68,0.05,-0.05,0,7/24/2019 18:44,10/29/2021 12:59
1029.01,374908020,FP,05h54m57.38s,88.73909,-65d57m31.82s,-65.958839,,,,,,,,,2458365.893,0.00096,-0.00096,0,36.22214,0.00046,-0.00046,0,5.107,0.188,-0.188,0,7170,228.173,-228.173,0,,,,0,,,,,,,,,6.841,0,0,0,,,,0,,,,0,,,,0,,,,0,6/11/2019 14:45,12/7/2021 16:02
103.01,336732616,KP,20h49m49.8s,312.457488,-24d25m43.3s,-24.428694,10.426,0.07,-0.07,0,15.62,0.051,-0.051,0,2458327.253,0.000586,-0.000586,0,3.547854,0.000149,-0.000149,0,3.494333,0.049205,-0.049205,0,10424.3718,123.359314,-123.359314,0,14.581841,0.196435,-0.196435,0,1212.004376,,,,1504.858953,,,,11.5232,0.008,-0.008,0,411.211,7.752,-7.752,0,6351,,,0,4.22896,,,0,1.4,,,0,9/5/2018 18:49,9/7/2024 10:08
1030.01,464296022,FP,10h23m19.55s,155.831478,-57d35m24.89s,-57.590248,-26.184,2.184,-2.184,0,22.489,1.073,-1.073,0,2460054.784,0.000628,-0.000628,0,12.1246519,0.0000103,-0.0000103,0,4.612,0.667,-0.667,0,7279,6484.95,-6484.95,0,17.6729,2.59688,-2.59688,0,207.32,,,,1057,,,,9.5706,0.006,-0.006,0,78.41273,2.83992,-2.83992,0,4807.6,60,-60,0,4.17,0.36,-0.36,0,1.07,0.03,-0.03,0,7/24/2019 18:44,5/31/2023 10:10
1031.01,304021498,FP,09h23m32.13s,140.88389,-67d01m33.62s,-67.026006,-23.901,0.042,-0.042,0,3.03,0.047,-0.047,0,2459304.838,0.002852,-0.002852,0,5.652623,0.0000254,-0.0000254,0,3.434,0.475,-0.475,0,1250,26.0133,-26.0133,0,8.94354,1.13988,-1.13988,0,2717.06,,,,2011,,,,9.7318,0.006,-0.006,0,270.771,1.6275,-1.6275,0,6415.4,103.2,-103.2,0,3.98,0.08,-0.08,0,1.92,0.08,-0.08,0,6/25/2019 15:58,9/19/2024 10:08
1032.01,146589986,PC,10h36m53.16s,159.221506,-42d32m29.9s,-42.541639,-15.15,0.072,-0.072,0,6.437,0.087,-0.087,0,2459283.829,0.000897,-0.000897,0,5.6643704,0.0000109,-0.0000109,0,3.8087395,0.0887935,-0.0887935,0,3491.823297,95.25267,-95.25267,0,14.7738943,0.7471176,-0.7471176,0,7657.662151,,,,2385.853649,,,,9.7611,0.006,-0.006,0,587.196,18.7865,-18.7865,0,10395,320.6,-320.6,0,4.13,0.07,-0.07,0,2.3383701,0.109357,-0.109357,0,7/24/2019 18:44,1/17/2024 10:08
1033.01,149601557,FP,05h49m07.82s,87.282586,-60d29m54.4s,-60.498444,8.9,3.1,-3.1,0,20.7,2.2,-2.2,0,2460195.101,0.002821,-0.002821,0,29.0160175,0.0000647,-0.0000647,0,5.345,0.314,-0.314,0,1389,36.0326,-36.0326,0,6.77406,,,0,33.2234,,,,,,,,10.0163,0.006,-0.006,0,219.94,,,0,6113.1,,,0,,,,0,2.01,,,0,6/11/2019 14:45,6/3/2025 16:00
1034.01,400595342,FP,08h57m46.02s,134.441752,-49d00m02.08s,-49.000578,-4.837,0.063,-0.063,0,4.109,0.062,-0.062,0,2460768.617,0.002617,-0.002617,0,3.6404389,0.0000082,-0.0000082,0,2.5339234,0.5744699,-0.5744699,0,476.3077321,35.1115139,-35.1115139,0,3.7025342,0.1738907,-0.1738907,0,9941.226551,,,,2783.098027,,,,9.8174,0.006,-0.006,0,363.44,4.983,-4.983,0,9810,173.7,-173.7,0,4.43,0.06,-0.06,0,1.60776,0.0427739,-0.0427739,0,7/24/2019 18:44,9/5/2025 10:08
1035.01,361413119,PC,09h36m36.07s,144.150273,-61d34m59.46s,-61.583182,-9.506,0.239,-0.239,0,16.897,0.207,-0.207,0,2459286.873,0.000437,-0.000437,0,6.0744477,0.0000059,-0.0000059,0,2.4954821,0.0518881,-0.0518881,0,5982.521241,93.93912,-93.93912,0,30.9493217,11.697444,-11.697444,0,1487.564434,,,,1583.93989,,,,10.1126,0.006,-0.006,0,347.556,13.63,-13.63,0,5964,128.4,-128.4,0,3.7,0.09,-0.09,0,2.4303801,0.151568,-0.151568,0,7/24/2019 18:44,7/9/2025 16:00
1036.01,146172354,PC,10h31m28.11s,157.867112,-42d14m25.61s,-42.240448,10.992,0.037,-0.037,0,-57.748,0.049,-0.049,0,2460037.172,0.001095,-0.001095,0,3.7795212,0.000004,-0.000004,0,2.952,0.158,-0.158,0,2761,60.2474,-60.2474,0,5.98375,0.311897,-0.311897,0,466.528,,,,1294,,,,10.2855,0.006,-0.006,0,184.015,0.962,-0.962,0,5771,132.3,-132.3,0,4.31,0.08,-0.08,0,1.18,0.06,-0.06,0,7/24/2019 18:44,5/5/2023 16:02
1037.01,363260203,FP,09h49m32.44s,147.385172,-63d18m23.32s,-63.306478,-19.687,0.07,-0.07,0,10.953,0.068,-0.068,0,2459331.125,0.003174,-0.003174,0,1.2025238,0.0000067,-0.0000067,0,1.991,0.052,-0.052,0,390,107.57,-107.57,0,6.31106,1.99504,-1.99504,0,208477,,,,5952,,,,9.0211,0.006,-0.006,0,279.698,3.279,-3.279,0,9158,171.4,-171.4,0,4.32,0.07,-0.07,0,1.74,0.05,-0.05,0,7/24/2019 18:44,9/7/2024 10:08
1038.01,90544017,FP,08h33m49.11s,128.454638,-49d56m25.25s,-49.940347,-15.5,1.6,-1.6,0,7,1.5,-1.5,0,2459273.372,0.002025,-0.002025,0,3.2235985,0.0000138,-0.0000138,0,2.159,0.452,-0.452,0,680,1.13,-1.13,0,5.51341,,,0,2064.8,,,,,,,,8.7157,0.006,-0.006,0,280.765,,,0,8904,239.9,-239.9,0,4.09,1.36,-1.36,0,2.17,,,0,7/24/2019 18:44,10/29/2021 12:59
1039.01,461867584,APC,09h58m45.25s,149.688545,-58d45m37.63s,-58.760453,-6.434,0.215,-0.215,0,4.098,0.246,-0.246,0,2460031.217,0.00071,-0.00071,0,4.420125,0.0000085,-0.0000085,0,3.956,1.259,-1.259,0,2466,196.3,-196.3,0,,,,0,,,,,,,,,8.5483,0.6,-0.6,0,2864.34,1012.54,-1012.54,0,,,,0,,,,0,,,,0,7/24/2019 18:44,5/5/2023 16:02
104.01,231670397,KP,21h19m47.93s,319.949697,-58d08m56.16s,-58.148933,10.552,0.045,-0.045,0,-10.658,0.043,-0.043,0,2460150.609,0.000682,-0.000682,0,4.0872956,0.0000023,-0.0000023,0,5.586113,0.0508755,-0.0508755,0,3572.17125,35.689426,-35.689426,0,13.6237732,0.6518233,-0.6518233,0,2242.36054,,,,1755.076738,,,,9.8638,0.006,-0.006,0,316.678,2.9655,-2.9655,0,6036,,,0,3.93359,,,0,2.2186699,0.102573,-0.102573,0,9/5/2018 18:49,10/16/2023 16:02
1040.01,310483807,FP,08h34m27.41s,128.61421,-61d29m17.74s,-61.488262,-11.78,0.118,-0.118,0,6.725,0.097,-0.097,0,2458520.657,0.00497,-0.00497,0,2.55555,0.00045,-0.00045,0,1.566,0.375,-0.375,0,340,1.37224,-1.37224,0,11.5901,,,0,3520.68,,,,2145,,,,8.3854,0.007,-0.007,0,732.432,32.449,-32.449,0,10037,123,-123,0,,,,0,6.04,,,0,7/24/2019 18:44,10/29/2021 12:59
1041.01,385624852,FP,09h13m36.54s,138.402252,-55d11m52.48s,-55.19791,-14.189,0.065,-0.065,0,14.261,0.058,-0.058,0,2459261.801,0.0004,-0.0004,0,8.30792,0.00037,-0.00037,0,3.228,0.089,-0.089,0,8350,160.238,-160.238,0,43.1068,4.42399,-4.42399,0,2276.25,,,,1924,,,,8.0981,0.006,-0.006,0,305.034,2.981,-2.981,0,9081,173.2,-173.2,0,3.83,0.07,-0.07,0,3.05,0.09,-0.09,0,7/24/2019 18:44,10/29/2021 12:59
1042.01,360286627,PC,09h27m54.05s,141.975215,-61d19m48.14s,-61.33004,-11.595,0.056,-0.056,0,3.139,0.057,-0.057,0,2459281.338,0.001287,-0.001287,0,0.758082,0.0000073,-0.0000073,0,1.8184632,0.1306038,-0.1306038,0,583.93181,58.10249,-58.10249,0,10.1273702,0.6658212,-0.6658212,0,216218.1005,,,,5499.747633,,,,9.718,0.006,-0.006,0,792.633,19.4965,-19.4965,0,9917,199.6,-199.6,0,3.75,0.06,-0.06,0,3.5086601,0.120121,-0.120121,0,7/24/2019 18:44,7/9/2025 16:00
1043.01,90448944,FP,08h33m12.56s,128.302319,-52d42m51.13s,-52.714202,-9.496,0.051,-0.051,0,14.659,0.045,-0.045,0,2459985.77,0.003745,-0.003745,0,1.4415577,0.0000074,-0.0000074,0,2.349,0.682,-0.682,0,507,54.9645,-54.9645,0,3.61078,0.26004,-0.26004,0,16861.8,,,,3174,,,,9.5719,0.006,-0.006,0,208.055,1.1015,-1.1015,0,6902,135.7,-135.7,0,4.25,0.09,-0.09,0,1.52,0.06,-0.06,0,7/24/2019 18:44,9/9/2024 10:08
1044.01,463402815,PC,10h15m14.65s,153.811023,-58d45m59.01s,-58.766393,-14.441,0.073,-0.073,0,6.214,0.069,-0.069,0,2460037.195,0.000793,-0.000793,0,1.0085089,0.0000009,-0.0000009,0,1.642,0.343,-0.343,0,3051,688.931,-688.931,0,,,,0,,,,,,,,,10.0031,0.006,-0.006,0,494.689,9.557,-9.557,0,5215.2,1166.8,-1166.8,0,,,,0,,,,0,7/24/2019 18:44,5/11/2023 16:02
